pts,elo_i,opp_pts,elo_n
62.00,1401.6295,70,1390.1873
69.00,1296.5094,77,1289.6776
77.00,1468.4745,69,1475.3063
66.00,1306.03,86,1288.8757
86.00,1393.3099,66,1410.4642
81.00,1453.4275,73,1459.2689
73.00,1445.4846,81,1439.6432
58.00,1419.7545,73,1404.0184
73.00,1475.3063,58,1491.0424
65.00,1410.4642,51,1432.6763
51.00,1491.0424,65,1468.8303
73.00,1289.6776,69,1293.8782
69.00,1288.8757,73,1284.6752
73.00,1459.2689,65,1465.5802
65.00,1468.8303,73,1462.519
85.00,1284.6752,114,1263.7725
114.00,1390.1873,85,1411.09
71.00,1411.09,56,1420.947
56.00,1432.6763,71,1422.8192
74.00,1263.7725,78,1261.6449
78.00,1404.0184,74,1406.146
75.00,1293.8782,79,1288.1692
79.00,1420.947,75,1426.656
71.00,1439.6432,69,1446.8217
69.00,1462.519,71,1455.3406
69.00,1406.146,74,1396.8315
74.00,1422.8192,69,1432.1337
69.00,1288.1692,67,1293.156
67.00,1396.8315,69,1391.8447
85.00,1432.1337,75,1448.0066
75.00,1465.5802,85,1449.7073
80.00,1426.656,66,1446.074
66.00,1455.3406,80,1435.9226
72.00,1261.6449,88,1257.9304
88.00,1446.8217,72,1450.5361
71.00,1446.074,74,1437.0378
74.00,1391.8447,71,1400.8809
67.00,1293.156,66,1295.4513
66.00,1257.9304,67,1255.6351
64.00,1435.9226,66,1432.9059
66.00,1450.5361,64,1453.5529
67.00,1448.0066,74,1442.0165
74.00,1432.9059,67,1438.896
70.00,1453.5529,64,1464.1909
64.00,1449.7073,70,1439.0692
99.00,1437.0378,71,1462.9384
71.00,1400.8809,99,1374.9803
78.00,1295.4513,70,1306.1383
70.00,1442.0165,78,1431.3295
58.00,1306.1383,70,1302.5533
70.00,1462.9384,58,1466.5233
80.00,1374.9803,74,1382.1716
74.00,1255.6351,80,1248.4438
55.00,1431.3295,52,1439.8669
52.00,1464.1909,55,1455.6534
83.00,1438.896,93,1431.9843
93.00,1439.0692,83,1445.981
75.00,1302.5533,83,1294.87
83.00,1445.981,75,1453.6643
58.00,1466.5233,66,1453.2147
66.00,1248.4438,58,1261.7524
70.00,1453.6643,87,1442.936
87.00,1431.9843,70,1442.7125
75.00,1261.7524,89,1258.4694
89.00,1453.2147,75,1456.4978
73.00,1455.6534,56,1475.093
56.00,1439.8669,73,1420.4274
61.00,1258.4694,89,1250.84
89.00,1382.1716,61,1389.801
74.00,1294.87,63,1300.8699
63.00,1250.84,74,1244.8401
79.00,1442.936,70,1457.0226
70.00,1456.4978,79,1442.4113
70.00,1389.801,72,1387.6461
72.00,1475.093,70,1477.2479
63.00,1442.7125,67,1438.0684
67.00,1420.4274,63,1425.0715
64.00,1387.6461,70,1380.2854
70.00,1300.8699,64,1308.2306
85.00,1457.0226,73,1464.3678
73.00,1244.8401,85,1237.4949
60.00,1438.0684,72,1419.0874
72.00,1380.2854,60,1399.2664
58.00,1425.0715,48,1429.0157
48.00,1308.2306,58,1304.2864
60.00,1477.2479,69,1468.288
69.00,1399.2664,60,1408.2263
79.00,1419.0874,70,1433.5667
70.00,1442.4113,79,1427.932
76.00,1237.4949,79,1234.1946
79.00,1464.3678,76,1467.6681
95.00,1468.288,60,1475.5432
60.00,1304.2864,95,1297.0311
80.00,1429.0157,66,1436.8234
66.00,1408.2263,80,1400.4187
64.00,1234.1946,82,1230.4728
82.00,1433.5667,64,1437.2885
74.00,1427.932,79,1419.2684
79.00,1467.6681,74,1476.3317
78.00,1437.2885,75,1441.6934
75.00,1476.3317,78,1471.9268
76.00,1436.8234,73,1441.2224
73.00,1475.5432,76,1471.1442
60.00,1400.4187,77,1384.2031
77.00,1471.9268,60,1488.1423
70.00,1230.4728,57,1241.2612
57.00,1297.0311,70,1286.2427
106.00,1471.1442,99,1474.8654
99.00,1384.2031,106,1380.4819
56.00,1474.8654,84,1446.8906
84.00,1286.2427,56,1314.2174
99.00,1488.1423,86,1494.0676
86.00,1419.2684,99,1413.3431
54.00,1441.6934,69,1432.7007
69.00,1441.2224,54,1450.2151
67.00,1494.0676,75,1486.6708
75.00,1446.8906,67,1454.2875
78.00,1241.2612,98,1229.9244
98.00,1432.7007,78,1444.0375
59.00,1413.3431,55,1423.1067
55.00,1450.2151,59,1440.4515
75.00,1314.2174,61,1330.6771
61.00,1486.6708,75,1470.2111
63.00,1444.0375,72,1435.5679
72.00,1380.4819,63,1388.9515
79.00,1388.9515,77,1396.6074
77.00,1435.5679,79,1427.912
62.00,1423.1067,78,1414.9713
78.00,1454.2875,62,1462.4229
72.00,1470.2111,48,1476.4993
48.00,1330.6771,72,1324.3889
61.00,1229.9244,70,1227.6887
70.00,1440.4515,61,1442.6873
63.00,1396.6074,57,1407.9513
57.00,1414.9713,63,1403.6274
59.00,1442.6873,82,1428.7037
82.00,1407.9513,59,1421.9348
74.00,1428.7037,81,1423.8926
81.00,1462.4229,74,1467.234
68.00,1427.912,71,1420.0409
71.00,1423.8926,68,1431.7637
50.00,1476.4993,56,1457.5872
56.00,1227.6887,50,1246.6008
54.00,1421.9348,61,1406.804
61.00,1324.3889,54,1339.5198
74.00,1403.6274,58,1419.5917
58.00,1339.5198,74,1323.5555
58.00,1419.5917,72,1401.719
72.00,1420.0409,58,1437.9136
60.00,1246.6008,69,1244.4879
69.00,1467.234,60,1469.3469
72.00,1431.7637,54,1437.8147
54.00,1323.5555,72,1317.5045
68.00,1317.5045,77,1307.3844
77.00,1406.804,68,1416.9241
74.00,1437.9136,78,1434.0548
78.00,1457.5872,74,1461.4459
94.00,1437.8147,61,1453.9052
61.00,1244.4879,94,1228.3975
73.00,1228.3975,75,1227.0356
75.00,1401.719,73,1403.0808
60.00,1416.9241,66,1405.7245
66.00,1403.0808,60,1414.2804
60.00,1461.4459,62,1458.1167
62.00,1453.9052,60,1457.2344
71.00,1469.3469,95,1454.9012
95.00,1434.0548,71,1448.5005
79.00,1227.0356,69,1244.9475
69.00,1307.3844,79,1289.4725
64.00,1289.4725,66,1287.7102
66.00,1414.2804,64,1416.0427
62.00,1244.9475,68,1239.8739
68.00,1448.5005,62,1453.5741
66.00,1405.7245,60,1418.1349
60.00,1457.2344,66,1444.824
54.00,1454.9012,48,1460.1292
48.00,1458.1167,54,1452.8888
78.00,1452.8888,85,1439.9753
85.00,1418.1349,78,1431.0483
62.00,1239.8739,78,1229.4822
78.00,1416.0427,62,1426.4344
108.00,1426.4344,69,1433.0016
69.00,1229.4822,108,1222.915
77.00,1460.1292,72,1464.6851
72.00,1453.5741,77,1449.0182
74.00,1222.915,100,1218.7644
100.00,1449.0182,74,1453.1688
60.00,1431.0483,72,1416.4406
72.00,1464.6851,60,1479.2928
71.00,1444.824,77,1433.9106
77.00,1439.9753,71,1450.8887
57.00,1287.7102,68,1278.4613
68.00,1433.0016,57,1442.2505
86.00,1479.2928,64,1488.1107
64.00,1218.7644,86,1209.9465
67.00,1433.9106,54,1441.462
54.00,1416.4406,67,1408.8892
80.00,1450.8887,74,1455.1427
74.00,1408.8892,80,1404.6351
68.00,1278.4613,80,1275.0083
80.00,1442.2505,68,1445.7035
79.00,1488.1107,60,1490.5828
60.00,1209.9465,79,1207.4745
78.00,1455.1427,80,1448.1478
80.00,1441.462,78,1448.4569
63.00,1207.4745,86,1203.9227
86.00,1445.7035,63,1449.2552
86.00,1449.2552,96,1442.4573
96.00,1453.1688,86,1459.9668
69.00,1404.6351,60,1408.0973
60.00,1275.0083,69,1271.5461
80.00,1448.1478,74,1458.9172
74.00,1448.4569,80,1437.6875
79.00,1271.5461,73,1275.3085
73.00,1203.9227,79,1200.1604
78.00,1442.4573,47,1455.2257
47.00,1408.0973,78,1395.3289
58.00,1275.3085,72,1272.4315
72.00,1490.5828,58,1493.4597
85.00,1200.1604,79,1219.4104
79.00,1458.9172,85,1439.6672
69.00,1437.6875,63,1443.3657
63.00,1459.9668,69,1454.2886
75.00,1493.4597,79,1483.6603
79.00,1455.2257,75,1465.0251
76.00,1272.4315,79,1268.3983
79.00,1454.2886,76,1458.3218
74.00,1465.0251,82,1458.2703
82.00,1439.6672,74,1446.4221
84.00,1395.3289,76,1404.0222
76.00,1483.6603,84,1474.9669
69.00,1219.4104,78,1217.3364
78.00,1443.3657,69,1445.4397
92.00,1446.4221,73,1455.6591
73.00,1217.3364,92,1208.0995
85.00,1474.9669,72,1482.5466
72.00,1458.3218,85,1450.7421
97.00,1455.6591,77,1467.2037
77.00,1268.3983,97,1256.8536
71.00,1458.2703,80,1451.4072
80.00,1445.4397,71,1452.3027
83.00,1404.0222,71,1413.4845
71.00,1450.7421,83,1441.2798
66.00,1482.5466,73,1470.3102
73.00,1467.2037,66,1479.4402
97.00,1441.2798,70,1456.5886
70.00,1470.3102,97,1455.0013
80.00,1479.4402,89,1470.89
89.00,1413.4845,80,1422.0347
94.00,1452.3027,92,1453.5093
92.00,1256.8536,94,1255.6471
83.00,1255.6471,69,1285.2273
69.00,1470.89,83,1441.3098
56.00,1451.4072,78,1427.4135
78.00,1456.5886,56,1480.5824
83.00,1422.0347,82,1424.5659
82.00,1208.0995,83,1205.5682
61.00,1455.0013,82,1443.6302
82.00,1453.5093,61,1464.8804
62.00,1480.5824,65,1472.9095
65.00,1285.2273,62,1292.9001
75.00,1443.6302,76,1440.9083
76.00,1441.3098,75,1444.0317
76.00,1424.5659,66,1431.5706
66.00,1427.4135,76,1420.4088
84.00,1472.9095,75,1479.1697
75.00,1464.8804,84,1458.6202
82.00,1431.5706,62,1437.127
62.00,1292.9001,82,1287.3438
68.00,1458.6202,71,1451.4921
71.00,1287.3438,68,1294.4719
68.00,1294.4719,81,1291.2261
81.00,1479.1697,68,1482.4155
64.00,1440.9083,69,1435.7799
69.00,1420.4088,64,1425.5372
89.00,1444.0317,81,1445.8141
81.00,1205.5682,89,1203.7859
79.00,1437.127,93,1419.6866
93.00,1445.8141,79,1463.2544
69.00,1203.7859,75,1199.6451
75.00,1451.4921,69,1455.6328
82.00,1455.6328,73,1467.9901
73.00,1425.5372,82,1413.1799
54.00,1435.7799,71,1417.0306
71.00,1463.2544,54,1482.0037
86.00,1482.4155,83,1486.1351
83.00,1482.0037,86,1478.2841
74.00,1467.9901,92,1455.5248
92.00,1419.6866,74,1432.152
64.00,1486.1351,62,1488.6462
62.00,1432.152,64,1429.6409
58.00,1478.2841,51,1482.4277
51.00,1413.1799,58,1409.0363
64.00,1199.6451,86,1181.5891
86.00,1291.2261,64,1309.2821
86.00,1417.0306,69,1428.5453
69.00,1455.5248,86,1444.0101
76.00,1428.5453,62,1440.5103
62.00,1309.2821,76,1297.3171
78.00,1181.5891,100,1172.2281
100.00,1429.6409,78,1439.0018
67.00,1172.2281,82,1169.9991
82.00,1440.5103,67,1442.7393
64.00,1488.6462,71,1475.3416
71.00,1442.7393,64,1456.0439
77.00,1297.3171,72,1312.5914
72.00,1482.4277,77,1467.1534
57.00,1169.9991,88,1166.3071
88.00,1439.0018,57,1442.6938
80.00,1444.0101,91,1427.0978
91.00,1409.0363,80,1425.9486
58.00,1166.3071,75,1164.3934
75.00,1475.3416,58,1477.2552
75.00,1427.0978,63,1436.3046
63.00,1467.1534,75,1457.9467
82.00,1425.9486,103,1416.0919
103.00,1456.0439,82,1465.9006
82.00,1436.3046,70,1453.5326
70.00,1457.9467,82,1440.7186
70.00,1465.9006,74,1461.199
74.00,1440.7186,70,1445.4203
60.00,1453.5326,58,1456.6012
58.00,1442.6938,60,1439.6252
75.00,1477.2552,72,1484.3137
72.00,1445.4203,75,1438.3618
64.00,1456.6012,65,1450.6949
65.00,1439.6252,64,1445.5315
85.00,1484.3137,81,1487.3818
81.00,1416.0919,85,1413.0238
84.00,1445.5315,56,1459.7136
56.00,1450.6949,84,1436.5128
79.00,1438.3618,72,1445.9944
72.00,1312.5914,79,1304.9589
69.00,1487.3818,79,1477.962
79.00,1413.0238,69,1422.4436
56.00,1436.5128,51,1446.9774
51.00,1459.7136,56,1449.249
81.00,1304.9589,77,1312.2666
77.00,1445.9944,81,1438.6866
77.00,1422.4436,84,1418.1036
84.00,1477.962,77,1482.302
69.00,1446.9774,62,1452.6415
62.00,1449.249,69,1443.585
74.00,1312.2666,81,1304.6532
81.00,1438.6866,74,1446.3
84.00,1443.585,61,1456.1172
61.00,1452.6415,84,1440.1093
46.00,1440.1093,85,1404.9396
85.00,1456.1172,46,1491.2869
73.00,1482.302,67,1491.9365
67.00,1446.3,73,1436.6655
72.00,1436.6655,89,1429.1002
89.00,1491.9365,72,1499.5018
71.00,1491.2869,60,1498.8964
60.00,1499.5018,71,1491.8923
63.00,1498.8964,66,1490.9568
66.00,1491.8923,63,1499.8319
72.00,1499.8319,70,1502.9276
70.00,1490.9568,72,1487.8611
78.00,1502.9276,75,1506.4109
75.00,1487.8611,78,1484.3778
91.00,1484.3778,82,1491.5179
82.00,1506.4109,91,1499.2708
73.00,1491.5179,88,1482.8484
88.00,1499.2708,73,1507.9403
80.00,1429.9547,84,1424.4431
84.00,1366,80,1371.5116
76.00,1495,80,1484.7529
80.00,1439.8278,76,1450.0748
70.00,1488.3862,77,1482.3667
77.00,1472.1492,70,1478.1687
84.00,1527,72,1542.2545
72.00,1507.2052,84,1491.9507
73.00,1354.7399,94,1348.6487
94.00,1482.3667,73,1488.4579
95.00,1249.545,99,1245.8417
99.00,1478.1687,95,1481.8721
71.00,1371.5116,87,1356.3263
87.00,1450.0748,71,1465.2601
69.00,1491.9507,82,1482.1023
82.00,1448.0752,69,1457.9236
69.00,1488.4579,56,1495.179
56.00,1245.8417,69,1239.1206
58.00,1356.3263,69,1353.3118
69.00,1535,58,1538.0145
55.00,1484.7529,65,1475.8389
65.00,1424.4431,55,1433.3572
62.00,1542.2545,67,1536.2078
67.00,1481.8721,62,1487.9188
85.00,1348.6487,77,1359.3345
77.00,1495.179,85,1484.4932
78.00,1482.1023,77,1487.6229
77.00,1475.8389,78,1470.3182
77.00,1359.3345,55,1382.0542
55.00,1536.2078,77,1513.488
64.00,1353.3118,65,1349.7651
65.00,1487.6229,64,1491.1696
92.00,1484.4932,84,1486.2069
84.00,1239.1206,92,1237.4069
56.00,1465.2601,60,1460.4232
60.00,1433.3572,56,1438.1941
73.00,1487.9188,66,1494.8546
66.00,1538.0145,73,1531.0787
70.00,1494.8546,68,1501.5051
68.00,1491.1696,70,1484.519
77.00,1513.488,68,1524.9596
68.00,1460.4232,77,1448.9517
83.00,1531.0787,75,1542.0715
75.00,1486.2069,83,1475.2141
87.00,1470.3182,90,1461.7795
90.00,1237.4069,87,1245.9456
84.00,1382.0542,75,1391.0743
75.00,1461.7795,84,1452.7594
72.00,1349.7651,79,1346.422
79.00,1457.9236,72,1461.2667
91.00,1448.9517,87,1453.8633
87.00,1484.519,91,1479.6074
67.00,1245.9456,90,1237.6326
90.00,1524.9596,67,1533.2726
63.00,1391.0743,95,1383.7911
95.00,1542.0715,63,1549.3547
76.00,1438.1941,75,1441.3522
75.00,1475.2141,76,1472.056
71.00,1452.7594,80,1447.5729
80.00,1501.5051,71,1506.6917
79.00,1447.5729,73,1450.7573
73.00,1346.422,79,1343.2375
92.00,1549.3547,75,1558.4391
75.00,1533.2726,92,1524.1882
90.00,1472.056,82,1480.1963
82.00,1343.2375,90,1335.0973
75.00,1558.4391,63,1563.1484
63.00,1453.8633,75,1449.1539
74.00,1383.7911,79,1380.1962
79.00,1441.3522,74,1444.9471
72.00,1480.1963,80,1473.3239
80.00,1450.7573,72,1457.6298
72.00,1524.1882,74,1514.5474
74.00,1380.1962,72,1389.837
73.00,1506.6917,62,1519.4764
62.00,1449.1539,73,1436.3691
55.00,1479.6074,67,1461.3345
67.00,1436.3691,55,1454.6421
71.00,1335.0973,83,1331.1409
83.00,1473.3239,71,1477.2803
103.00,1563.1484,74,1570.9006
74.00,1237.6326,103,1229.8804
82.00,1444.9471,72,1460.0862
72.00,1461.3345,82,1446.1954
75.00,1389.837,70,1393.4124
70.00,1331.1409,75,1327.5656
81.00,1461.2667,85,1453.8186
85.00,1514.5474,81,1521.9955
86.00,1477.2803,91,1472.1047
91.00,1454.6421,86,1459.8176
110.00,1327.5656,107,1333.2039
107.00,1229.8804,110,1224.2421
64.00,1460.0862,85,1435.5372
85.00,1446.1954,64,1470.7444
90.00,1519.4764,75,1524.355
75.00,1393.4124,90,1388.5338
69.00,1457.6298,70,1451.9425
70.00,1453.8186,69,1459.5059
81.00,1470.7444,94,1464.2931
94.00,1521.9955,81,1528.4468
77.00,1570.9006,80,1562.0442
80.00,1524.355,77,1533.2114
71.00,1533.2114,68,1537.9188
68.00,1388.5338,71,1383.8264
88.00,1528.4468,82,1533.7102
82.00,1333.2039,88,1327.9404
80.00,1472.1047,90,1456.8038
90.00,1451.9425,80,1467.2434
90.00,1464.2931,108,1457.912
108.00,1562.0442,90,1568.4253
89.00,1224.2421,117,1221.5316
117.00,1533.7102,89,1536.4207
69.00,1457.912,64,1462.799
64.00,1467.2434,69,1462.3564
66.00,1383.8264,81,1372.4642
81.00,1327.9404,66,1339.3026
81.00,1537.9188,73,1547.6379
73.00,1456.8038,81,1447.0847
82.00,1221.5316,84,1220.4431
84.00,1435.5372,82,1436.6257
80.00,1459.8176,70,1466.8127
70.00,1462.3564,80,1455.3613
91.00,1462.799,71,1471.7952
71.00,1220.4431,91,1211.4469
103.00,1459.5059,105,1457.5931
105.00,1568.4253,103,1570.338
87.00,1536.4207,71,1550.4899
71.00,1436.6257,87,1422.5565
94.00,1547.6379,76,1551.1792
76.00,1339.3026,94,1335.7614
80.00,1455.3613,74,1458.8513
74.00,1372.4642,80,1368.9742
67.00,1447.0847,88,1440.1847
88.00,1550.4899,67,1557.3899
94.00,1557.3899,84,1564.6674
84.00,1368.9742,94,1361.6968
68.00,1440.1847,74,1435.4177
74.00,1457.5931,68,1462.3601
77.00,1458.8513,62,1471.1934
62.00,1335.7614,77,1323.4193
88.00,1466.8127,61,1477.272
61.00,1211.4469,88,1200.9877
74.00,1564.6674,84,1554.5376
84.00,1471.1934,74,1481.3231
72.00,1477.272,73,1473.1265
73.00,1570.338,72,1574.4835
72.00,1422.5565,61,1431.2598
61.00,1462.3601,72,1453.6569
63.00,1200.9877,75,1199.7953
75.00,1551.1792,63,1552.3716
90.00,1471.7952,78,1475.5448
78.00,1323.4193,90,1319.6697
88.00,1361.6968,87,1368.5604
87.00,1435.4177,88,1428.5541
61.00,1199.7953,66,1197.5776
66.00,1552.3716,61,1554.5892
100.00,1554.5376,104,1548.1927
104.00,1453.6569,100,1460.0017
66.00,1473.1265,63,1474.8799
63.00,1319.6697,66,1317.9163
70.00,1368.5604,63,1374.917
63.00,1197.5776,70,1191.2211
101.00,1428.5541,105,1426.4895
105.00,1574.4835,101,1576.5481
62.00,1481.3231,76,1470.7209
76.00,1431.2598,62,1441.8619
83.00,1554.5892,82,1556.4486
82.00,1475.5448,83,1473.6854
88.00,1460.0017,79,1473.9741
79.00,1470.7209,88,1456.7485
68.00,1441.8619,78,1437.6993
78.00,1548.1927,68,1552.3553
79.00,1374.917,87,1368.9088
87.00,1576.5481,79,1582.5563
78.00,1556.4486,94,1534.6477
94.00,1317.9163,78,1339.7172
90.00,1191.2211,89,1203.7969
89.00,1582.5563,90,1569.9805
70.00,1456.7485,60,1463.0984
60.00,1437.6993,70,1431.3495
83.00,1552.3553,94,1536.2316
94.00,1534.6477,83,1550.7715
74.00,1203.7969,83,1202.2112
83.00,1474.8799,74,1476.4656
78.00,1426.4895,83,1418.0336
83.00,1473.6854,78,1482.1414
92.00,1482.1414,91,1484.1418
91.00,1418.0336,92,1416.0331
74.00,1476.4656,63,1481.652
63.00,1202.2112,74,1197.0248
70.00,1463.0984,78,1457.3334
78.00,1473.9741,70,1479.7391
75.00,1569.9805,96,1544.0371
96.00,1536.2316,75,1562.1749
88.00,1431.3495,83,1438.8971
83.00,1550.7715,88,1543.2239
72.00,1481.652,71,1484.3759
71.00,1484.1418,72,1481.418
87.00,1543.2239,63,1550.7701
63.00,1438.8971,87,1431.3508
78.00,1457.3334,89,1443.2194
89.00,1484.3759,78,1498.4899
58.00,1544.0371,67,1538.0564
67.00,1562.1749,58,1568.1556
75.00,1479.7391,70,1489.5796
70.00,1481.418,75,1471.5775
79.00,1431.3508,83,1425.8721
83.00,1368.9088,79,1374.3876
74.00,1339.7172,80,1333.5692
80.00,1498.4899,74,1504.6378
75.00,1333.5692,88,1329.3984
88.00,1471.5775,75,1475.7483
85.00,1538.0564,78,1548.1226
78.00,1489.5796,85,1479.5134
74.00,1416.0331,61,1424.5607
61.00,1425.8721,74,1417.3445
61.00,1329.3984,79,1326.4135
79.00,1568.1556,61,1571.1406
92.00,1550.7701,81,1554.7571
81.00,1424.5607,92,1420.5737
85.00,1417.3445,82,1426.4784
82.00,1475.7483,85,1466.6144
61.00,1197.0248,76,1189.7635
76.00,1443.2194,61,1450.4806
63.00,1374.3876,74,1363.0594
74.00,1466.6144,63,1477.9425
67.00,1326.4135,71,1321.2668
71.00,1479.5134,67,1484.66
78.00,1504.6378,87,1495.467
87.00,1420.5737,78,1429.7445
88.00,1495.467,79,1500.1715
79.00,1426.4784,88,1421.7739
90.00,1189.7635,94,1186.2511
94.00,1429.7445,90,1433.257
84.00,1548.1226,64,1554.9891
64.00,1450.4806,84,1443.614
69.00,1554.7571,60,1557.2385
60.00,1363.0594,69,1360.578
77.00,1360.578,75,1366.1342
75.00,1500.1715,77,1494.6154
83.00,1554.9891,78,1561.7349
78.00,1443.614,83,1436.8684
84.00,1484.66,94,1480.0592
94.00,1571.1406,84,1575.7415
84.00,1561.7349,71,1568.5243
71.00,1321.2668,84,1314.4774
72.00,1433.257,64,1443.7993
64.00,1575.7415,72,1565.1991
79.00,1565.1991,97,1551.5757
97.00,1494.6154,79,1508.2388
77.00,1186.2511,102,1184.5156
102.00,1557.2385,77,1558.974
96.00,1477.9425,89,1483.6027
89.00,1480.0592,96,1474.399
71.00,1314.4774,60,1326.4113
60.00,1436.8684,71,1424.9346
109.00,1421.7739,99,1427.6115
99.00,1184.5156,109,1178.6781
70.00,1474.399,64,1486.2393
64.00,1508.2388,70,1496.3986
77.00,1366.1342,80,1363.5448
80.00,1443.7993,77,1446.3887
88.00,1483.6027,83,1486.4458
83.00,1178.6781,88,1175.835
90.00,1568.5243,82,1571.5679
82.00,1427.6115,90,1424.5679
74.00,1424.9346,88,1420.4642
88.00,1558.974,74,1563.4443
84.00,1486.2393,73,1490.2997
73.00,1363.5448,84,1359.4844
91.00,1420.4642,73,1438.1783
73.00,1563.4443,91,1545.7302
90.00,1571.5679,99,1564.4897
99.00,1551.5757,90,1558.6538
65.00,1326.4113,75,1322.0723
75.00,1424.5679,65,1428.9069
74.00,1359.4844,76,1355.1859
76.00,1490.2997,74,1494.5981
88.00,1486.4458,98,1458.1956
98.00,1175.835,88,1204.0852
91.00,1558.6538,68,1570.021
68.00,1545.7302,91,1534.363
74.00,1564.4897,77,1559.5376
77.00,1496.3986,74,1501.3507
89.00,1559.5376,100,1548.4718
100.00,1458.1956,89,1469.2614
94.00,1446.3887,91,1448.433
91.00,1322.0723,94,1320.028
89.00,1204.0852,101,1199.0293
101.00,1494.5981,89,1499.6541
81.00,1534.363,68,1546.371
68.00,1428.9069,81,1416.8989
67.00,1199.0293,69,1197.5355
69.00,1355.1859,67,1356.6797
72.00,1469.2614,67,1471.9954
67.00,1356.6797,72,1353.9457
72.00,1438.1783,92,1432.4192
92.00,1570.021,72,1575.7802
80.00,1448.433,88,1443.6904
88.00,1501.3507,80,1506.0933
77.00,1197.5355,78,1193.8218
78.00,1320.028,77,1323.7417
106.00,1548.4718,83,1554.8334
83.00,1416.8989,106,1410.5374
92.00,1546.371,90,1548.9705
90.00,1499.6541,92,1497.0546
79.00,1506.0933,81,1502.7422
81.00,1497.0546,79,1500.4056
69.00,1432.4192,90,1403.3011
90.00,1353.9457,69,1383.0637
89.00,1554.8334,64,1571.0012
64.00,1410.5374,89,1394.3695
69.00,1471.9954,75,1464.5746
75.00,1383.0637,69,1390.4845
63.00,1323.7417,58,1332.9331
58.00,1502.7422,63,1493.5508
84.00,1548.9705,78,1556.5536
78.00,1443.6904,84,1436.1073
115.00,1500.4056,104,1504.8168
104.00,1193.8218,115,1189.4106
101.00,1575.7802,76,1580.951
76.00,1394.3695,101,1389.1986
88.00,1464.5746,68,1493.6505
68.00,1556.5536,88,1527.4777
93.00,1493.6505,88,1497.2458
88.00,1436.1073,93,1432.512
62.00,1571.0012,73,1553.947
73.00,1332.9331,62,1349.9873
89.00,1504.8168,78,1509.033
78.00,1189.4106,89,1185.1945
67.00,1390.4845,69,1385.707
69.00,1493.5508,67,1498.3282
81.00,1498.3282,83,1491.5835
83.00,1497.2458,81,1503.9906
67.00,1432.512,73,1420.8206
73.00,1403.3011,67,1414.9926
69.00,1385.707,87,1364.4827
87.00,1185.1945,69,1206.4188
88.00,1553.947,91,1545.1287
91.00,1509.033,88,1517.8513
64.00,1389.1986,59,1398.7538
59.00,1580.951,64,1571.3959
81.00,1349.9873,89,1347.4856
89.00,1527.4777,81,1529.9794
90.00,1545.1287,75,1562.373
75.00,1517.8513,90,1500.6069
80.00,1414.9926,78,1417.3448
78.00,1347.4856,80,1345.1333
58.00,1398.7538,74,1394.7767
74.00,1571.3959,58,1575.3729
94.00,1529.9794,83,1538.493
83.00,1364.4827,94,1355.969
67.00,1206.4188,90,1200.2913
90.00,1345.1333,67,1351.2609
71.00,1420.8206,83,1416.9329
83.00,1562.373,71,1566.2607
92.00,1538.493,106,1528.5487
106.00,1503.9906,92,1513.9349
64.00,1200.2913,98,1198.1748
98.00,1575.3729,64,1577.4894
64.00,1355.969,81,1350.9199
81.00,1491.5835,64,1496.6326
75.00,1500.6069,66,1510.1331
66.00,1394.7767,75,1385.2506
102.00,1566.2607,85,1583.5656
85.00,1513.9349,102,1496.6301
79.00,1350.9199,104,1329.2904
104.00,1416.9329,79,1438.5624
61.00,1351.2609,88,1335.1599
88.00,1510.1331,61,1526.234
86.00,1329.2904,94,1323.1564
94.00,1526.234,86,1532.368
94.00,1438.5624,87,1445.7245
87.00,1496.6301,94,1489.468
73.00,1583.5656,62,1586.7905
62.00,1417.3448,73,1414.1199
79.00,1385.2506,76,1386.7124
76.00,1198.1748,79,1196.713
75.00,1528.5487,73,1531.3352
73.00,1496.6326,75,1493.8461
70.00,1531.3352,92,1519.7172
92.00,1532.368,70,1543.9861
76.00,1414.1199,56,1417.7405
56.00,1196.713,76,1193.0924
75.00,1577.4894,66,1579.3588
66.00,1335.1599,75,1333.2905
71.00,1493.8461,79,1477.1486
79.00,1386.7124,71,1403.4099
83.00,1323.1564,89,1314.8535
89.00,1403.4099,83,1411.7128
56.00,1333.2905,81,1322.9443
81.00,1579.3588,56,1589.705
74.00,1193.0924,86,1190.985
86.00,1445.7245,74,1447.8319
104.00,1417.7405,96,1435.1726
96.00,1543.9861,104,1526.554
70.00,1586.7905,66,1589.9247
66.00,1322.9443,70,1319.8102
82.00,1489.468,68,1497.5818
68.00,1477.1486,82,1469.0348
83.00,1589.705,65,1594.4545
65.00,1435.1726,83,1430.4231
72.00,1526.554,92,1511.433
92.00,1447.8319,72,1462.9529
88.00,1519.7172,81,1522.7235
81.00,1190.985,88,1187.9786
84.00,1589.9247,74,1597.5289
74.00,1411.7128,84,1404.1085
86.00,1511.433,76,1518.4553
76.00,1314.8535,86,1307.8312
89.00,1187.9786,86,1198.3186
86.00,1497.5818,89,1487.2418
103.00,1597.5289,98,1600.0469
98.00,1469.0348,103,1466.5168
95.00,1522.7235,64,1527.7433
64.00,1307.8312,95,1302.8114
81.00,1600.0469,80,1603.1184
80.00,1430.4231,81,1427.3516
71.00,1462.9529,89,1457.5884
89.00,1594.4545,71,1599.819
